Date,AAPL,JNJ,CSCO,GE,PG,WMT,JPM,XOM
2017-02-23,136.52999877929688,121.6999969482422,34.040000915527344,28.865385055541992,91.12999725341795,71.30999755859375,91.12999725341795,81.77999877929688
2017-02-24,136.66000366210938,122.7300033569336,34.31999969482422,29.028846740722656,91.0500030517578,72.38999938964844,90.33000183105467,81.08000183105469
2017-02-27,136.92999267578125,122.4000015258789,34.2599983215332,28.788461685180664,90.88999938964844,71.73999786376953,90.43000030517578,81.54000091552734
2017-02-28,136.99000549316406,122.20999908447266,34.18000030517578,28.663461685180664,91.06999969482422,70.93000030517578,90.62000274658205,81.31999969482422
2017-03-01,139.7899932861328,123.86000061035156,34.439998626708984,29.028846740722656,91.66000366210938,70.44999694824219,93.5999984741211,83.0199966430664
2017-03-02,138.9600067138672,123.62999725341795,34.38999938964844,29.028846740722656,90.91000366210938,70.76000213623047,92.13999938964844,83.30000305175781
2017-03-03,139.77999877929688,123.79000091552734,34.290000915527344,28.961538314819336,90.5,70.02999877929688,92.8000030517578,82.45999908447266
2017-03-06,139.33999633789062,123.70999908447266,34.189998626708984,28.846153259277344,90.37000274658205,69.87999725341797,91.91999816894533,82.83000183105469
2017-03-07,139.52000427246094,123.83000183105467,34.20000076293945,28.711538314819336,90.29000091552734,69.87000274658203,91.41000366210938,82.5199966430664
2017-03-08,139.0,124.0999984741211,34.02000045776367,28.653846740722656,90.13999938964844,69.80000305175781,91.20999908447266,81.02999877929688
2017-03-09,138.67999267578125,125.9499969482422,34.06999969482422,28.519229888916016,90.33999633789062,69.86000061035156,91.56999969482422,81.66999816894531
2017-03-10,139.13999938964844,126.20999908447266,34.2599983215332,29.115385055541992,91.06999969482422,70.0999984741211,91.27999877929688,81.61000061035156
2017-03-13,139.1999969482422,126.68000030517578,34.099998474121094,28.711538314819336,91.30999755859376,69.94999694824219,91.36000061035156,81.41999816894531
2017-03-14,138.99000549316406,127.0500030517578,34.119998931884766,28.403846740722656,91.0,70.72000122070312,91.51000213623048,80.98999786376953
2017-03-15,140.4600067138672,128.9600067138672,34.2400016784668,28.615385055541992,91.4000015258789,70.58000183105469,91.7300033569336,82.0
2017-03-16,140.69000244140625,128.4600067138672,34.22999954223633,28.605770111083984,91.44000244140624,70.44000244140625,91.63999938964844,82.06999969482422
2017-03-17,139.99000549316406,128.05999755859375,34.22999954223633,28.730770111083984,91.0,69.88999938964844,90.68000030517578,82.0
2017-03-20,141.4600067138672,128.07000732421875,34.279998779296875,28.596153259277344,91.22000122070312,69.9800033569336,90.02999877929688,82.0
2017-03-21,139.83999633789062,127.25,33.880001068115234,28.259614944458008,91.19000244140624,69.9000015258789,87.38999938964844,81.83000183105469
2017-03-22,141.4199981689453,126.26000213623048,34.099998474121094,28.394229888916016,90.98999786376952,70.25,87.52999877929688,81.76000213623047
2017-03-23,140.9199981689453,125.9000015258789,33.959999084472656,28.480770111083984,90.7699966430664,69.86000061035156,87.38999938964844,81.86000061035156
2017-03-24,140.63999938964844,125.4800033569336,34.08000183105469,28.576923370361328,90.56999969482422,69.61000061035156,87.29000091552734,81.2300033569336
2017-03-27,140.8800048828125,125.8000030517578,33.9900016784668,28.30769157409668,90.48999786376952,69.66000366210938,87.23999786376953,81.25
2017-03-28,143.8000030517578,125.66000366210938,34.02000045776367,28.480770111083984,90.76000213623048,70.31999969482422,88.5999984741211,81.83999633789062
2017-03-29,144.1199951171875,124.91999816894533,33.7400016784668,28.538461685180664,90.5999984741211,70.73999786376953,88.2699966430664,82.0199966430664
2017-03-30,143.92999267578125,124.66000366210938,33.7400016784668,28.721153259277344,90.1999969482422,71.58999633789062,89.02999877929688,83.69999694824219
2017-03-31,143.66000366210938,124.5500030517578,33.79999923706055,28.653846740722656,89.8499984741211,72.08000183105469,87.83999633789062,82.01000213623047
2017-04-03,143.6999969482422,124.69000244140624,33.58000183105469,28.730770111083984,89.68000030517578,71.83000183105469,87.5199966430664,82.06999969482422
2017-04-04,144.77000427246094,124.68000030517578,33.40999984741211,28.865385055541992,89.91000366210938,72.01000213623047,87.30999755859375,82.37000274658203
2017-04-05,144.02000427246094,124.8000030517578,33.0,28.81730842590332,89.97000122070312,71.6500015258789,86.19000244140625,82.52999877929688
2017-04-06,143.66000366210938,125.0500030517578,33.08000183105469,28.778846740722656,89.4000015258789,71.43000030517578,86.4800033569336,83.01000213623047
2017-04-07,143.33999633789062,124.91999816894533,32.959999084472656,28.836538314819336,89.2300033569336,72.9000015258789,86.18000030517578,82.76000213623047
2017-04-10,143.1699981689453,124.33999633789062,33.0099983215332,28.855770111083984,89.48999786376953,73.05999755859375,85.87999725341797,83.12999725341797
2017-04-11,141.6300048828125,124.22000122070312,32.91999816894531,28.884614944458008,89.80000305175781,73.43000030517578,85.7300033569336,82.83999633789062
2017-04-12,141.8000030517578,125.4000015258789,32.619998931884766,28.625,90.30999755859376,73.44000244140625,85.4000015258789,82.97000122070312
2017-04-13,141.0500030517578,124.98999786376952,32.41999816894531,28.423076629638672,90.02999877929688,73.1500015258789,84.4000015258789,81.69000244140625
2017-04-17,141.8300018310547,125.72000122070312,32.61000061035156,28.5,90.38999938964844,73.48999786376953,85.86000061035156,81.58000183105469
2017-04-18,141.1999969482422,121.81999969482422,32.66999816894531,28.69230842590332,90.8000030517578,73.88999938964844,85.16000366210938,81.05000305175781
2017-04-19,140.67999267578125,121.37000274658205,32.650001525878906,28.846153259277344,89.5999984741211,74.06999969482422,84.45999908447266,80.48999786376953
2017-04-20,142.44000244140625,121.87000274658205,32.83000183105469,29.105770111083984,89.33000183105469,74.80000305175781,85.55000305175781,81.01000213623047
2017-04-21,142.27000427246094,121.76000213623048,32.81999969482422,28.413461685180664,88.62000274658203,74.94000244140625,84.5199966430664,80.69000244140625
2017-04-24,143.63999938964844,122.88999938964844,33.279998779296875,28.413461685180664,89.55000305175781,74.77999877929688,87.5,81.11000061035156
2017-04-25,144.52999877929688,123.43000030517578,33.41999816894531,28.31730842590332,90.0,75.05000305175781,88.26000213623047,81.7300033569336
2017-04-26,143.67999267578125,123.51000213623048,33.400001525878906,28.134614944458008,87.73999786376953,75.43000030517578,88.43000030517578,81.4000015258789
2017-04-27,143.7899932861328,123.73999786376952,33.75,27.961538314819336,87.69000244140625,75.44000244140625,87.61000061035156,81.26000213623047
2017-04-28,143.64999389648438,123.47000122070312,34.06999969482422,27.875,87.33000183105469,75.18000030517578,87.0,81.6500015258789
2017-05-01,146.5800018310547,123.33999633789062,33.970001220703125,27.826923370361328,87.08999633789062,75.2300033569336,87.05999755859375,82.05999755859375
2017-05-02,147.50999450683594,123.6999969482422,34.2400016784668,27.875,86.22000122070312,75.5199966430664,86.5,82.05000305175781
2017-05-03,147.05999755859375,123.33000183105467,34.25,28.105770111083984,86.43000030517578,75.76000213623047,87.0,82.69999694824219
2017-05-04,146.52999877929688,123.9499969482422,34.18000030517578,28.076923370361328,86.44999694824219,76.33999633789062,87.0999984741211,81.63999938964844
2017-05-05,148.9600067138672,123.51000213623048,34.38999938964844,28.096153259277344,86.5,76.5,87.0,82.0199966430664
2017-05-08,153.00999450683594,123.25,34.290000915527344,27.951923370361328,86.55000305175781,76.12000274658203,87.0999984741211,82.88999938964844
2017-05-09,153.99000549316406,123.20999908447266,33.900001525878906,27.81730842590332,86.4000015258789,76.72000122070312,86.75,82.30999755859375
2017-05-10,153.25999450683594,122.80999755859376,33.7400016784668,27.596153259277344,86.48999786376953,76.69999694824219,87.43000030517578,81.91000366210938
2017-05-11,153.9499969482422,123.1999969482422,33.630001068115234,27.759614944458008,86.16999816894531,76.12999725341797,87.16000366210938,82.61000061035156
2017-05-12,156.10000610351562,123.63999938964844,33.45000076293945,27.18269157409668,86.19000244140625,75.70999908447266,86.91999816894531,82.55000305175781
2017-05-15,155.6999969482422,126.98999786376952,34.22999954223633,27.096153259277344,86.33000183105469,76.29000091552734,87.33999633789062,82.80000305175781
2017-05-16,155.47000122070312,127.7699966430664,34.29999923706055,26.961538314819336,86.23999786376953,75.11000061035156,87.61000061035156,82.55000305175781
2017-05-17,150.25,126.66999816894533,33.81999969482422,26.355770111083984,86.26000213623047,75.12000274658203,84.2699966430664,81.98999786376953
2017-05-18,152.5399932861328,126.97000122070312,31.3799991607666,26.423076629638672,85.87000274658203,77.54000091552734,83.95999908447266,81.75
2017-05-19,153.05999755859375,127.0,31.209999084472656,26.971153259277344,86.23999786376953,78.7699966430664,84.77999877929688,81.93000030517578
2017-05-22,153.99000549316406,127.26000213623048,31.59000015258789,27.096153259277344,86.20999908447266,78.55000305175781,84.69999694824219,82.29000091552734
2017-05-23,153.8000030517578,127.5199966430664,31.76000022888184,27.19230842590332,86.08000183105469,78.48999786376953,85.76000213623047,82.58000183105469
2017-05-24,153.33999633789062,127.51000213623048,31.489999771118164,26.759614944458008,86.5,78.1500015258789,85.70999908447266,82.29000091552734
2017-05-25,153.8699951171875,127.52999877929688,31.440000534057617,26.43269157409668,86.86000061035156,78.30999755859375,85.3499984741211,81.75
2017-05-26,153.61000061035156,126.91999816894533,31.5,26.394229888916016,87.25,78.12999725341797,85.36000061035156,81.55000305175781
2017-05-30,153.6699981689453,127.11000061035156,31.68000030517578,26.30769157409668,87.4000015258789,78.1500015258789,83.9000015258789,81.0999984741211
2017-05-31,152.75999450683594,128.25,31.530000686645508,26.326923370361328,88.08999633789062,78.5999984741211,82.1500015258789,80.5
2017-06-01,153.17999267578125,128.77999877929688,31.81999969482422,26.653846740722656,88.12999725341797,79.80999755859375,83.05999755859375,80.69999694824219
2017-06-02,155.4499969482422,130.0800018310547,31.979999542236328,26.80769157409668,88.58999633789062,79.62000274658203,82.63999938964844,79.5
2017-06-05,153.92999267578125,130.36000061035156,31.76000022888184,26.903846740722656,88.73999786376953,80.26000213623047,82.79000091552734,80.12000274658203
2017-06-06,154.4499969482422,130.8300018310547,31.559999465942383,26.855770111083984,88.80000305175781,78.93000030517578,82.95999908447266,81.20999908447266
2017-06-07,155.3699951171875,130.75,31.61000061035156,26.615385055541992,88.7699966430664,79.1500015258789,83.91000366210938,80.91000366210938
2017-06-08,154.99000549316406,130.5500030517578,31.61000061035156,26.528846740722656,87.8499984741211,78.93000030517578,84.94999694824219,80.62000274658203
2017-06-09,148.97999572753906,131.52999877929688,31.3700008392334,26.865385055541992,88.16000366210938,79.41999816894531,86.95999908447266,82.12999725341797
2017-06-12,145.4199981689453,131.82000732421875,31.25,27.826923370361328,88.23999786376953,79.23999786376953,86.9800033569336,82.93000030517578
2017-06-13,146.58999633789062,132.02000427246094,31.700000762939453,27.355770111083984,88.05999755859375,79.5199966430664,87.2699966430664,82.95999908447266
2017-06-14,145.16000366210938,132.77000427246094,31.600000381469727,27.586538314819336,88.44000244140625,79.9000015258789,87.08999633789062,82.06999969482422
2017-06-15,144.2899932861328,133.0399932861328,31.57999992370605,27.826923370361328,89.37999725341797,78.91000366210938,86.56999969482422,82.26000213623047
2017-06-16,142.27000427246094,134.35000610351562,31.6299991607666,27.884614944458008,89.66000366210938,75.23999786376953,86.18000030517578,83.48999786376953
2017-06-19,146.33999633789062,134.07000732421875,31.989999771118164,27.69230842590332,89.86000061035156,75.5,88.06999969482422,82.76000213623047
2017-06-20,145.00999450683594,134.22000122070312,31.850000381469727,27.048076629638672,89.62999725341797,75.54000091552734,87.5199966430664,82.30999755859375
2017-06-21,145.8699951171875,134.91000366210938,31.84000015258789,26.711538314819336,89.4000015258789,76.23999786376953,87.12000274658203,81.44000244140625
2017-06-22,145.6300048828125,136.0500030517578,31.850000381469727,26.490385055541992,89.02999877929688,75.5199966430664,87.0199966430664,81.08000183105469
2017-06-23,146.27999877929688,136.42999267578125,32.09000015258789,26.509614944458008,89.41999816894531,74.83999633789062,86.86000061035156,81.61000061035156
2017-06-26,145.82000732421875,136.33999633789062,32.2400016784668,26.548076629638672,89.36000061035156,75.5,87.23999786376953,81.23999786376953
2017-06-27,143.72999572753906,135.00999450683594,31.76000022888184,26.163461685180664,88.61000061035156,76.01000213623047,88.05000305175781,81.11000061035156
2017-06-28,145.8300018310547,133.82000732421875,32.08000183105469,26.038461685180664,88.37000274658203,76.51000213623047,89.81999969482422,81.52999877929688
2017-06-29,143.67999267578125,132.63999938964844,31.40999984741211,25.980770111083984,86.98999786376953,75.93000030517578,91.1500015258789,80.69999694824219
2017-06-30,144.02000427246094,132.2899932861328,31.299999237060547,25.971153259277344,87.1500015258789,75.68000030517578,91.4000015258789,80.7300033569336
2017-07-03,143.5,132.89999389648438,31.32999992370605,26.394229888916016,87.73999786376953,75.36000061035156,92.75,82.0999984741211
2017-07-05,144.08999633789062,133.63999938964844,31.11000061035156,26.298076629638672,87.66999816894531,75.31999969482422,93.68000030517578,80.8499984741211
2017-07-06,142.72999572753906,132.52000427246094,30.71999931335449,25.298076629638672,87.37000274658203,75.47000122070312,93.37999725341795,80.12000274658203
2017-07-07,144.17999267578125,132.5399932861328,30.899999618530277,25.144229888916016,87.6500015258789,75.33000183105469,93.8499984741211,80.22000122070312
2017-07-10,145.05999755859375,131.5500030517578,30.979999542236328,25.038461685180664,87.08999633789062,73.2300033569336,93.19000244140624,80.16000366210938
2017-07-11,145.52999877929688,131.22999572753906,31.09000015258789,25.365385055541992,86.7699966430664,73.47000122070312,92.83000183105467,80.5999984741211
2017-07-12,145.74000549316406,132.22999572753906,31.15999984741211,25.55769157409668,86.95999908447266,73.94000244140625,92.51000213623048,80.95999908447266
2017-07-13,147.77000427246094,131.86000061035156,31.270000457763672,25.759614944458008,86.69999694824219,75.05000305175781,93.0999984741211,80.97000122070312
2017-07-14,149.0399932861328,132.60000610351562,31.420000076293945,25.75,87.0999984741211,76.33999633789062,92.25,81.27999877929688
2017-07-17,149.55999755859375,132.14999389648438,31.5,25.788461685180664,87.55000305175781,76.37000274658203,91.38999938964844,80.86000061035156
2017-07-18,150.0800018310547,134.4600067138672,31.51000022888184,25.855770111083984,88.63999938964844,76.19999694824219,91.06999969482422,80.5999984741211
2017-07-19,151.02000427246094,135.2100067138672,31.899999618530277,25.903846740722656,88.3499984741211,75.87000274658203,91.1999969482422,80.8499984741211
2017-07-20,150.33999633789062,136.57000732421875,31.86000061035156,25.663461685180664,88.5999984741211,76.0199966430664,91.1999969482422,80.86000061035156
2017-07-21,150.27000427246094,135.30999755859375,31.84000015258789,24.913461685180664,88.61000061035156,76.1500015258789,90.88999938964844,80.12000274658203
2017-07-24,152.08999633789062,133.00999450683594,31.86000061035156,24.451923370361328,88.18000030517578,76.88999938964844,91.27999877929688,79.87000274658203
2017-07-25,152.74000549316406,131.8800048828125,32.119998931884766,24.461538314819336,89.13999938964844,78.5199966430664,92.8000030517578,80.2699966430664
2017-07-26,153.4600067138672,130.9499969482422,31.65999984741211,24.605770111083984,89.30000305175781,78.9000015258789,91.93000030517578,80.37000274658203
2017-07-27,150.55999755859375,130.8300018310547,31.56999969482422,24.798076629638672,90.68000030517578,79.77999877929688,91.5500030517578,80.83000183105469
2017-07-28,149.5,131.85000610351562,31.520000457763672,24.548076629638672,90.20999908447266,79.80999755859375,91.27999877929688,79.5999984741211
2017-07-31,148.72999572753906,132.72000122070312,31.450000762939453,24.625,90.81999969482422,79.98999786376953,91.8000030517578,80.04000091552734
2017-08-01,150.0500030517578,132.50999450683594,31.649999618530277,24.461538314819336,91.0999984741211,80.5,93.02999877929688,80.16999816894531
2017-08-02,157.13999938964844,132.16000366210938,31.520000457763672,24.538461685180664,91.04000091552734,80.52999877929688,93.11000061035156,80.5999984741211
2017-08-03,155.57000732421875,133.35000610351562,31.559999465942383,24.769229888916016,90.86000061035156,80.87000274658203,92.5,80.48999786376953
2017-08-04,156.38999938964844,133.17999267578125,31.799999237060547,24.788461685180664,90.66999816894533,80.4800033569336,93.66000366210938,80.20999908447266
2017-08-07,158.80999755859375,132.86000061035156,31.84000015258789,24.644229888916016,91.44000244140624,81.27999877929688,94.0199966430664,80.16000366210938
2017-08-08,160.0800018310547,132.27000427246094,31.670000076293945,24.576923370361328,91.58000183105467,81.58999633789062,93.68000030517578,79.95999908447266
2017-08-09,161.05999755859375,133.22999572753906,31.6200008392334,24.721153259277344,91.91999816894533,81.61000061035156,93.52999877929688,80.20999908447266
2017-08-10,155.32000732421875,133.08999633789062,31.0,24.326923370361328,91.73999786376952,80.66000366210938,92.19000244140624,78.97000122070312
2017-08-11,157.47999572753906,133.10000610351562,31.46999931335449,24.230770111083984,91.33999633789062,80.4000015258789,91.41999816894533,78.20999908447266
2017-08-14,159.85000610351562,133.47999572753906,31.84000015258789,24.384614944458008,91.6500015258789,80.69999694824219,92.48999786376952,78.2300033569336
2017-08-15,161.60000610351562,133.3800048828125,32.09000015258789,24.173076629638672,92.1999969482422,80.7699966430664,92.7300033569336,78.04000091552734
2017-08-16,160.9499969482422,134.1699981689453,32.34000015258789,24.134614944458008,92.44000244140624,80.9800033569336,92.08999633789062,77.47000122070312
2017-08-17,157.86000061035156,133.0399932861328,31.040000915527344,23.798076629638672,92.06999969482422,79.69999694824219,90.6500015258789,76.26000213623047
2017-08-18,157.5,132.6300048828125,30.3700008392334,23.605770111083984,92.47000122070312,79.30999755859375,90.73999786376952,76.63999938964844
2017-08-21,157.2100067138672,133.4499969482422,30.68000030517578,23.548076629638672,92.86000061035156,79.70999908447266,90.62999725341795,76.37999725341797
2017-08-22,159.77999877929688,134.6999969482422,31.270000457763672,23.653846740722656,92.79000091552734,80.0199966430664,91.55999755859376,76.73999786376953
2017-08-23,159.97999572753906,132.8000030517578,30.920000076293945,23.451923370361328,92.44000244140624,79.95999908447266,91.66999816894533,76.61000061035156
2017-08-24,159.27000427246094,132.88999938964844,31.239999771118164,23.365385055541992,92.2699966430664,78.33999633789062,91.5199966430664,76.33000183105469
2017-08-25,159.86000061035156,131.67999267578125,31.440000534057617,23.548076629638672,92.51000213623048,78.62999725341797,91.88999938964844,76.72000122070312
2017-08-28,161.47000122070312,131.74000549316406,31.540000915527344,23.528846740722656,92.47000122070312,78.02999877929688,91.5999984741211,76.47000122070312
2017-08-29,162.91000366210938,132.2100067138672,31.479999542236328,23.5,92.31999969482422,78.7699966430664,91.0999984741211,76.44999694824219
2017-08-30,163.35000610351562,131.07000732421875,31.989999771118164,23.346153259277344,91.87000274658205,78.54000091552734,91.30999755859376,76.0999984741211
2017-08-31,164.0,132.3699951171875,32.209999084472656,23.605770111083984,92.2699966430664,78.06999969482422,90.88999938964844,76.33000183105469
2017-09-01,164.0500030517578,131.02999877929688,32.29999923706055,24.173076629638672,92.52999877929688,78.37000274658203,91.6999969482422,76.56999969482422
2017-09-05,162.0800018310547,129.89999389648438,31.6200008392334,23.798076629638672,92.72000122070312,79.80000305175781,89.51000213623047,77.18000030517578
2017-09-06,161.91000366210938,130.6699981689453,31.8700008392334,23.961538314819336,92.72000122070312,80.08000183105469,90.11000061035156,78.77999877929688
2017-09-07,161.25999450683594,132.19000244140625,31.76000022888184,23.096153259277344,92.97000122070312,80.12000274658203,88.52999877929688,79.02999877929688
2017-09-08,158.6300048828125,130.97999572753906,31.479999542236328,22.903846740722656,92.83999633789062,78.87999725341797,88.41999816894531,78.81999969482422
2017-09-11,161.5,133.2100067138672,32.189998626708984,22.80769157409668,93.98999786376952,79.08000183105469,89.79000091552734,79.25
2017-09-12,160.86000061035156,132.6300048828125,32.40999984741211,22.990385055541992,93.51000213623048,79.61000061035156,90.88999938964844,79.5
2017-09-13,159.64999389648438,132.4499969482422,32.18000030517578,23.18269157409668,93.5500030517578,79.86000061035156,91.1500015258789,79.7699966430664
2017-09-14,158.27999877929688,134.17999267578125,32.189998626708984,23.326923370361328,93.5500030517578,79.68000030517578,90.97000122070312,80.08999633789062
2017-09-15,159.8800048828125,134.4499969482422,32.439998626708984,23.009614944458008,93.2699966430664,80.37999725341797,91.62000274658205,80.06999969482422
2017-09-18,158.6699981689453,135.3800048828125,32.52000045776367,23.519229888916016,93.1500015258789,80.0,92.91999816894533,80.08999633789062
2017-09-19,158.72999572753906,135.22000122070312,32.4900016784668,23.269229888916016,94.16999816894533,80.05000305175781,93.94000244140624,80.22000122070312
2017-09-20,156.07000732421875,133.22000122070312,32.599998474121094,23.384614944458008,94.4000015258789,80.5,94.5999984741211,80.55000305175781
2017-09-21,153.38999938964844,131.75,32.70000076293945,23.798076629638672,92.63999938964844,80.01000213623047,95.02999877929688,79.88999938964844
2017-09-22,151.88999938964844,131.38999938964844,33.369998931884766,23.913461685180664,92.23999786376952,79.52999877929688,94.83000183105467,79.91999816894531
2017-09-25,150.5500030517578,131.1699981689453,33.720001220703125,24.144229888916016,92.72000122070312,79.1500015258789,94.12000274658205,80.9800033569336
2017-09-26,153.13999938964844,130.94000244140625,33.7599983215332,23.971153259277344,92.6500015258789,79.38999938964844,93.6999969482422,80.88999938964844
2017-09-27,154.22999572753906,129.75,33.47999954223633,23.43269157409668,90.87000274658205,79.29000091552734,95.18000030517578,81.43000030517578
2017-09-28,153.27999877929688,129.47000122070312,33.349998474121094,23.30769157409668,90.88999938964844,78.94999694824219,95.37999725341795,82.19000244140625
2017-09-29,154.1199951171875,130.00999450683594,33.630001068115234,23.25,90.9800033569336,78.13999938964844,95.51000213623048,81.9800033569336
2017-10-02,153.80999755859375,131.22000122070312,33.75,23.625,91.7699966430664,78.44999694824219,96.83999633789062,81.62999725341797
2017-10-03,154.47999572753906,132.10000610351562,33.849998474121094,23.846153259277344,92.12000274658205,79.22000122070312,97.3499984741211,81.76000213623047
2017-10-04,153.47999572753906,132.88999938964844,33.439998626708984,23.538461685180664,92.41999816894533,79.08999633789062,96.36000061035156,81.79000091552734
2017-10-05,155.38999938964844,133.19000244140625,33.59000015258789,23.596153259277344,92.02999877929688,79.41000366210938,97.08999633789062,82.0199966430664
2017-10-06,155.3000030517578,133.22000122070312,33.75,23.451923370361328,92.33000183105467,79.0,96.91999816894533,81.70999908447266
2017-10-09,155.83999633789062,133.4499969482422,33.7599983215332,22.528846740722656,92.12000274658205,80.52999877929688,96.41000366210938,82.02999877929688
2017-10-10,155.89999389648438,133.89999389648438,33.54999923706055,22.461538314819336,91.62000274658205,84.12999725341797,97.12999725341795,82.26000213623047
2017-10-11,156.5500030517578,136.64999389648438,33.59000015258789,22.18269157409668,91.45999908447266,85.7300033569336,96.83999633789062,82.5999984741211
2017-10-12,156.0,136.8300018310547,33.2599983215332,22.163461685180664,92.1500015258789,86.0999984741211,95.98999786376952,82.43000030517578
2017-10-13,156.99000549316406,136.42999267578125,33.470001220703125,22.096153259277344,93.04000091552734,86.62000274658203,95.86000061035156,82.41000366210938
2017-10-16,159.8800048828125,136.1199951171875,33.540000915527344,22.461538314819336,93.13999938964844,85.73999786376953,97.83999633789062,82.80999755859375
2017-10-17,160.47000122070312,140.7899932861328,33.599998474121094,22.298076629638672,92.8000030517578,85.9800033569336,97.62000274658205,82.95999908447266
